Employee #,Last Name,First Name,Date,Time-in,Time-out,"Hours 
Worked",Month,Week,
10007,Farala,Martha,16-Sep-22,08:00:00,17:00:00,8,Sep,12-Sep-22,2
10008,Martinez,Leila,16-Sep-22,08:00:00,17:00:00,8,Sep,12-Sep-22,2
10009,San Jose,Allison ,16-Sep-22,08:00:00,17:00:00,8,Sep,12-Sep-22,2
10010,Rosario,Cydney ,16-Sep-22,08:00:00,17:00:00,8,Sep,12-Sep-22,2
10011,Lopez,Josie ,16-Sep-22,08:00:00,17:00:00,8,Sep,12-Sep-22,2
10012,De Leon,Selena ,16-Sep-22,08:00:00,17:00:00,8,Sep,12-Sep-22,2
10013,Romualdez,Fredrick ,16-Sep-22,08:00:00,17:00:00,8,Sep,12-Sep-22,2
10014,Bautista,Mark ,16-Sep-22,08:00:00,17:00:00,8,Sep,12-Sep-22,2
10015,Lazaro,Darlene ,16-Sep-22,08:00:00,17:00:00,8,Sep,12-Sep-22,2
10016,Delos Santos,Kolby ,16-Sep-22,08:00:00,17:00:00,8,Sep,12-Sep-22,2
10017,Santos,Vella ,16-Sep-22,08:00:00,17:00:00,8,Sep,12-Sep-22,2
10018,Del Rosario,Tomas,16-Sep-22,08:00:00,17:00:00,8,Sep,12-Sep-22,2
10019,Tolentino,Jacklyn ,16-Sep-22,08:00:00,17:00:00,8,Sep,12-Sep-22,2
10020,Gutierrez,Percival ,16-Sep-22,08:00:00,17:00:00,8,Sep,12-Sep-22,2
10021,Manalaysay,Garfield ,16-Sep-22,08:00:00,17:00:00,8,Sep,12-Sep-22,2
10022,Villegas,Lizeth ,16-Sep-22,08:00:00,17:00:00,8,Sep,12-Sep-22,2
10023,Ramos,Carol ,16-Sep-22,08:00:00,17:00:00,8,Sep,12-Sep-22,2
10024,Maceda,Emelia ,16-Sep-22,08:00:00,17:00:00,8,Sep,12-Sep-22,2
10025,Aguilar,Delia ,16-Sep-22,08:00:00,17:00:00,8,Sep,12-Sep-22,2
10001,Crisostomo,Jose,19-Sep-22,08:00:00,17:00:00,8,Sep,09-May-22,3
10002,Mata,Christian,19-Sep-22,08:00:00,17:00:00,8,Sep,09-May-22,3
10003,San Jose,Brad ,19-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10004,Salcedo,Anthony,19-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10005,Romualdez,Alice,19-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10006,Atienza,Rosie ,19-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10007,Farala,Martha,19-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10008,Martinez,Leila,19-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10009,San Jose,Allison ,19-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10010,Rosario,Cydney ,19-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10011,Lopez,Josie ,19-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10012,De Leon,Selena ,19-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10013,Romualdez,Fredrick ,19-Sep-22,10:00:00,17:00:00,6,Sep,19-Sep-22,3
10014,Bautista,Mark ,19-Sep-22,10:00:00,17:00:00,6,Sep,19-Sep-22,3
10015,Lazaro,Darlene ,19-Sep-22,10:00:00,17:00:00,6,Sep,19-Sep-22,3
10016,Delos Santos,Kolby ,19-Sep-22,10:00:00,17:00:00,6,Sep,19-Sep-22,3
10017,Santos,Vella ,19-Sep-22,00:00:00,00:00:00,fixed,Sep,19-Sep-22,3
10018,Del Rosario,Tomas,19-Sep-22,10:00:00,17:00:00,6,Sep,19-Sep-22,3
10019,Tolentino,Jacklyn ,19-Sep-22,10:00:00,17:00:00,6,Sep,19-Sep-22,3
10020,Gutierrez,Percival ,19-Sep-22,10:00:00,17:00:00,6,Sep,19-Sep-22,3
10021,Manalaysay,Garfield ,19-Sep-22,10:00:00,17:00:00,6,Sep,19-Sep-22,3
10022,Villegas,Lizeth ,19-Sep-22,10:00:00,17:00:00,6,Sep,19-Sep-22,3
10023,Ramos,Carol ,19-Sep-22,10:00:00,17:00:00,6,Sep,19-Sep-22,3
10024,Maceda,Emelia ,19-Sep-22,10:00:00,17:00:00,6,Sep,19-Sep-22,3
10025,Aguilar,Delia ,19-Sep-22,10:00:00,17:00:00,6,Sep,19-Sep-22,3
10001,Crisostomo,Jose,20-Sep-22,08:00:00,17:00:00,8,Sep,06-Jun-22,3
10002,Mata,Christian,20-Sep-22,08:00:00,17:00:00,8,Sep,06-Jun-22,3
10003,San Jose,Brad ,20-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10004,Salcedo,Anthony,20-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10005,Romualdez,Alice,20-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10006,Atienza,Rosie ,20-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10007,Farala,Martha,20-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10008,Martinez,Leila,20-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10009,San Jose,Allison ,20-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10010,Rosario,Cydney ,20-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10011,Lopez,Josie ,20-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10012,De Leon,Selena ,20-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10013,Romualdez,Fredrick ,20-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10014,Bautista,Mark ,20-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10015,Lazaro,Darlene ,20-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10016,Delos Santos,Kolby ,20-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10017,Santos,Vella ,20-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10018,Del Rosario,Tomas,20-Sep-22,00:00:00,00:00:00,fixed,Sep,19-Sep-22,3
10019,Tolentino,Jacklyn ,20-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10020,Gutierrez,Percival ,20-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10021,Manalaysay,Garfield ,20-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10022,Villegas,Lizeth ,20-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10023,Ramos,Carol ,20-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10024,Maceda,Emelia ,20-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10025,Aguilar,Delia ,20-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10001,Crisostomo,Jose,21-Sep-22,08:00:00,17:00:00,8,Sep,06-Jun-22,3
10002,Mata,Christian,21-Sep-22,08:00:00,17:00:00,8,Sep,06-Jun-22,3
10003,San Jose,Brad ,21-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10004,Salcedo,Anthony,21-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10005,Romualdez,Alice,21-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10006,Atienza,Rosie ,21-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10007,Farala,Martha,21-Sep-22,08:27:00,17:00:00,7.55,Sep,19-Sep-22,3
10008,Martinez,Leila,21-Sep-22,08:01:00,17:00:00,7.98,Sep,19-Sep-22,3
10009,San Jose,Allison ,21-Sep-22,08:05:00,17:00:00,7.92,Sep,19-Sep-22,3
10010,Rosario,Cydney ,21-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10011,Lopez,Josie ,21-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10012,De Leon,Selena ,21-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10013,Romualdez,Fredrick ,21-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10014,Bautista,Mark ,21-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10015,Lazaro,Darlene ,21-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10016,Delos Santos,Kolby ,21-Sep-22,08:28:00,17:00:00,7.53,Sep,19-Sep-22,3
10017,Santos,Vella ,21-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10018,Del Rosario,Tomas,21-Sep-22,00:00:00,00:00:00,fixed,Sep,19-Sep-22,3
10019,Tolentino,Jacklyn ,21-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10020,Gutierrez,Percival ,21-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10021,Manalaysay,Garfield ,21-Sep-22,08:11:00,17:00:00,7.82,Sep,19-Sep-22,3
10022,Villegas,Lizeth ,21-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10023,Ramos,Carol ,21-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10024,Maceda,Emelia ,21-Sep-22,08:21:00,17:00:00,7.65,Sep,19-Sep-22,3
10025,Aguilar,Delia ,21-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10001,Crisostomo,Jose,22-Sep-22,08:00:00,17:00:00,8,Sep,06-Jun-22,3
10002,Mata,Christian,22-Sep-22,08:00:00,17:00:00,8,Sep,06-Jun-22,3
10003,San Jose,Brad ,22-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10004,Salcedo,Anthony,22-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10005,Romualdez,Alice,22-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10006,Atienza,Rosie ,22-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10007,Farala,Martha,22-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10008,Martinez,Leila,22-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10009,San Jose,Allison ,22-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10010,Rosario,Cydney ,22-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10011,Lopez,Josie ,22-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10012,De Leon,Selena ,22-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10013,Romualdez,Fredrick ,22-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10014,Bautista,Mark ,22-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10015,Lazaro,Darlene ,22-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10016,Delos Santos,Kolby ,22-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10017,Santos,Vella ,22-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10018,Del Rosario,Tomas,22-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10019,Tolentino,Jacklyn ,22-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10020,Gutierrez,Percival ,22-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10021,Manalaysay,Garfield ,22-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10022,Villegas,Lizeth ,22-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10023,Ramos,Carol ,22-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10024,Maceda,Emelia ,22-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10025,Aguilar,Delia ,22-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10001,Crisostomo,Jose,23-Sep-22,08:00:00,17:00:00,8,Sep,04-Jul-22,3
10002,Mata,Christian,23-Sep-22,08:00:00,17:00:00,8,Sep,04-Jul-22,3
10003,San Jose,Brad ,23-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10004,Salcedo,Anthony,23-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10005,Romualdez,Alice,23-Sep-22,08:15:00,17:00:00,7.75,Sep,19-Sep-22,3
10006,Atienza,Rosie ,23-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10007,Farala,Martha,23-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10008,Martinez,Leila,23-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10009,San Jose,Allison ,23-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10010,Rosario,Cydney ,23-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10011,Lopez,Josie ,23-Sep-22,10:30:00,17:00:00,5.5,Sep,19-Sep-22,3
10012,De Leon,Selena ,23-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10013,Romualdez,Fredrick ,23-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10014,Bautista,Mark ,23-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10015,Lazaro,Darlene ,23-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10016,Delos Santos,Kolby ,23-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10017,Santos,Vella ,23-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10018,Del Rosario,Tomas,23-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10019,Tolentino,Jacklyn ,23-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10020,Gutierrez,Percival ,23-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10021,Manalaysay,Garfield ,23-Sep-22,13:00:00,17:00:00,3,Sep,19-Sep-22,3
10022,Villegas,Lizeth ,23-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10023,Ramos,Carol ,23-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10024,Maceda,Emelia ,23-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10025,Aguilar,Delia ,23-Sep-22,08:00:00,17:00:00,8,Sep,19-Sep-22,3
10001,Crisostomo,Jose,26-Sep-22,08:00:00,17:00:00,8,Sep,04-Jul-22,4
10002,Mata,Christian,26-Sep-22,08:00:00,17:00:00,8,Sep,04-Jul-22,4
10003,San Jose,Brad ,26-Sep-22,11:30:00,17:00:00,4.5,Sep,26-Sep-22,4
10004,Salcedo,Anthony,26-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10005,Romualdez,Alice,26-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10006,Atienza,Rosie ,26-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10007,Farala,Martha,26-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10008,Martinez,Leila,26-Sep-22,08:10:00,17:00:00,7.83,Sep,26-Sep-22,4
10009,San Jose,Allison ,26-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10010,Rosario,Cydney ,26-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10011,Lopez,Josie ,26-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10012,De Leon,Selena ,26-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10013,Romualdez,Fredrick ,26-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10014,Bautista,Mark ,26-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10015,Lazaro,Darlene ,26-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10016,Delos Santos,Kolby ,26-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10017,Santos,Vella ,26-Sep-22,08:05:00,17:00:00,7.92,Sep,26-Sep-22,4
10018,Del Rosario,Tomas,26-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10019,Tolentino,Jacklyn ,26-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10020,Gutierrez,Percival ,26-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10021,Manalaysay,Garfield ,26-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10022,Villegas,Lizeth ,26-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10023,Ramos,Carol ,26-Sep-22,09:00:00,17:00:00,7,Sep,26-Sep-22,4
10024,Maceda,Emelia ,26-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10025,Aguilar,Delia ,26-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10001,Crisostomo,Jose,27-Sep-22,08:00:00,17:00:00,8,Sep,11-Jul-22,4
10002,Mata,Christian,27-Sep-22,08:00:00,17:00:00,8,Sep,11-Jul-22,4
10003,San Jose,Brad ,27-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10004,Salcedo,Anthony,27-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10005,Romualdez,Alice,27-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10006,Atienza,Rosie ,27-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10007,Farala,Martha,27-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10008,Martinez,Leila,27-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10009,San Jose,Allison ,27-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10010,Rosario,Cydney ,27-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10011,Lopez,Josie ,27-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10012,De Leon,Selena ,27-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10013,Romualdez,Fredrick ,27-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10014,Bautista,Mark ,27-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10015,Lazaro,Darlene ,27-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10016,Delos Santos,Kolby ,27-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10017,Santos,Vella ,27-Sep-22,00:00:00,00:00:00,fixed,Sep,26-Sep-22,4
10018,Del Rosario,Tomas,27-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10019,Tolentino,Jacklyn ,27-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10020,Gutierrez,Percival ,27-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10021,Manalaysay,Garfield ,27-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10022,Villegas,Lizeth ,27-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10023,Ramos,Carol ,27-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10024,Maceda,Emelia ,27-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10025,Aguilar,Delia ,27-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10001,Crisostomo,Jose,28-Sep-22,08:00:00,17:00:00,8,Sep,11-Jul-22,4
10002,Mata,Christian,28-Sep-22,08:00:00,17:00:00,8,Sep,11-Jul-22,4
10003,San Jose,Brad ,28-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10004,Salcedo,Anthony,28-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10005,Romualdez,Alice,28-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10006,Atienza,Rosie ,28-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10007,Farala,Martha,28-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10008,Martinez,Leila,28-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10009,San Jose,Allison ,28-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10010,Rosario,Cydney ,28-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10011,Lopez,Josie ,28-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10012,De Leon,Selena ,28-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10013,Romualdez,Fredrick ,28-Sep-22,10:00:00,17:00:00,6,Sep,26-Sep-22,4
10014,Bautista,Mark ,28-Sep-22,10:00:00,17:00:00,6,Sep,26-Sep-22,4
10015,Lazaro,Darlene ,28-Sep-22,10:00:00,17:00:00,6,Sep,26-Sep-22,4
10016,Delos Santos,Kolby ,28-Sep-22,10:00:00,17:00:00,6,Sep,26-Sep-22,4
10017,Santos,Vella ,28-Sep-22,10:00:00,17:00:00,6,Sep,26-Sep-22,4
10018,Del Rosario,Tomas,28-Sep-22,10:00:00,17:00:00,6,Sep,26-Sep-22,4
10019,Tolentino,Jacklyn ,28-Sep-22,10:00:00,17:00:00,6,Sep,26-Sep-22,4
10020,Gutierrez,Percival ,28-Sep-22,10:00:00,17:00:00,6,Sep,26-Sep-22,4
10021,Manalaysay,Garfield ,28-Sep-22,10:00:00,17:00:00,6,Sep,26-Sep-22,4
10022,Villegas,Lizeth ,28-Sep-22,10:00:00,17:00:00,6,Sep,26-Sep-22,4
10023,Ramos,Carol ,28-Sep-22,10:00:00,17:00:00,6,Sep,26-Sep-22,4
10024,Maceda,Emelia ,28-Sep-22,10:00:00,17:00:00,6,Sep,26-Sep-22,4
10025,Aguilar,Delia ,28-Sep-22,10:00:00,17:00:00,6,Sep,26-Sep-22,4
10001,Crisostomo,Jose,29-Sep-22,08:00:00,17:00:00,8,Sep,08-Aug-22,4
10002,Mata,Christian,29-Sep-22,08:00:00,17:00:00,8,Sep,08-Aug-22,4
10003,San Jose,Brad ,29-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10004,Salcedo,Anthony,29-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10005,Romualdez,Alice,29-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10006,Atienza,Rosie ,29-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10007,Farala,Martha,29-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10008,Martinez,Leila,29-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10009,San Jose,Allison ,29-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10010,Rosario,Cydney ,29-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10011,Lopez,Josie ,29-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10012,De Leon,Selena ,29-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10013,Romualdez,Fredrick ,29-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10014,Bautista,Mark ,29-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10015,Lazaro,Darlene ,29-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10016,Delos Santos,Kolby ,29-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10017,Santos,Vella ,29-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10018,Del Rosario,Tomas,29-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10019,Tolentino,Jacklyn ,29-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10020,Gutierrez,Percival ,29-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10021,Manalaysay,Garfield ,29-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10022,Villegas,Lizeth ,29-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10023,Ramos,Carol ,29-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10024,Maceda,Emelia ,29-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10025,Aguilar,Delia ,29-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10001,Crisostomo,Jose,30-Sep-22,08:00:00,17:00:00,8,Sep,08-Aug-22,4
10002,Mata,Christian,30-Sep-22,08:00:00,17:00:00,8,Sep,08-Aug-22,4
10003,San Jose,Brad ,30-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10004,Salcedo,Anthony,30-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10005,Romualdez,Alice,30-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10006,Atienza,Rosie ,30-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10007,Farala,Martha,30-Sep-22,08:27:00,17:00:00,7.55,Sep,26-Sep-22,4
10008,Martinez,Leila,30-Sep-22,08:01:00,17:00:00,7.98,Sep,26-Sep-22,4
10009,San Jose,Allison ,30-Sep-22,08:05:00,17:00:00,7.92,Sep,26-Sep-22,4
10010,Rosario,Cydney ,30-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10011,Lopez,Josie ,30-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10012,De Leon,Selena ,30-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10013,Romualdez,Fredrick ,30-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10014,Bautista,Mark ,30-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10015,Lazaro,Darlene ,30-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10016,Delos Santos,Kolby ,30-Sep-22,08:28:00,17:00:00,7.53,Sep,26-Sep-22,4
10017,Santos,Vella ,30-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10018,Del Rosario,Tomas,30-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10019,Tolentino,Jacklyn ,30-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10020,Gutierrez,Percival ,30-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10021,Manalaysay,Garfield ,30-Sep-22,08:11:00,17:00:00,7.82,Sep,26-Sep-22,4
10022,Villegas,Lizeth ,30-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10023,Ramos,Carol ,30-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10024,Maceda,Emelia ,30-Sep-22,08:21:00,17:00:00,7.65,Sep,26-Sep-22,4
10025,Aguilar,Delia ,30-Sep-22,08:00:00,17:00:00,8,Sep,26-Sep-22,4
10001,Crisostomo,Jose,10-Mar-22,08:00:00,17:00:00,8,Mar,08-Aug-22,1
10002,Mata,Christian,10-Mar-22,08:00:00,17:00:00,8,Mar,08-Aug-22,1
10003,San Jose,Brad ,10-Mar-22,08:00:00,17:00:00,8,Mar,07-Mar-22,1
10004,Salcedo,Anthony,10-Mar-22,08:00:00,17:00:00,8,Mar,07-Mar-22,1
10005,Romualdez,Alice,10-Mar-22,08:00:00,17:00:00,8,Mar,07-Mar-22,1
10006,Atienza,Rosie ,10-Mar-22,08:00:00,17:00:00,8,Mar,07-Mar-22,1
10007,Farala,Martha,10-Mar-22,08:00:00,17:00:00,8,Mar,07-Mar-22,1
10008,Martinez,Leila,10-Mar-22,08:00:00,17:00:00,8,Mar,07-Mar-22,1
10009,San Jose,Allison ,10-Mar-22,08:00:00,17:00:00,8,Mar,07-Mar-22,1
10010,Rosario,Cydney ,10-Mar-22,08:00:00,17:00:00,8,Mar,07-Mar-22,1
